id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
945,grafaiai,veneno,normal,unburden,poison-touch,27.2,0.7,El color de su saliva venenosa varía según su alimentación. Se embadurna los dedos con ella para pintar motivos en los árboles del bosque.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/945.png
946,bramblin,planta,fantasma,wind-rider,infiltrator,0.6,0.6,Se dice que este Pokémon nace cuando las almas en pena terminan enredadas en la hierba seca tras ser arrastradas por el viento.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/946.png
947,brambleghast,planta,fantasma,wind-rider,infiltrator,6.0,1.2,"Despliega las ramas para engullir a sus presas. Cuando ha terminado de absorber su energía vital, las escupe.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/947.png
948,toedscool,tierra,planta,mycelium-might,mycelium-might,33.0,0.9,Los pliegues ondulados que se desprenden de su cuerpo cuentan con una textura curiosa y un sabor delicioso. Habita en bosques húmedos.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/948.png
949,toedscruel,tierra,planta,mycelium-might,mycelium-might,58.0,1.9,Forma colonias de varios ejemplares en lo más profundo de los bosques. No soporta las visitas indeseadas de extraños.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/949.png
950,klawf,roca,None,anger-shell,shell-armor,79.0,1.3,"Acecha a sus presas colgado cabeza abajo de los acantilados, pero no puede aguantar así mucho tiempo porque se le sube la sangre a la cabeza.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/950.png
951,capsakid,planta,None,chlorophyll,insomnia,3.0,0.3,"Cuanto más se expone al sol, más aumenta la cantidad de capsaicinoides de su cuerpo y, por lo tanto, la pungencia de sus movimientos.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/951.png
952,scovillain,planta,fuego,chlorophyll,insomnia,15.0,0.9,"La cabeza roja transforma los capsaicinoides de su cuerpo en energía flamígera, lo que le permite arrojar llamaradas extremadamente abrasadoras.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/952.png
953,rellor,bicho,None,compound-eyes,shed-skin,1.0,0.2,"Mezcla tierra, arena y energía psíquica para crear una bola de barro que atesora por encima de su propia vida.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/953.png
954,rabsca,bicho,psíquico,synchronize,telepathy,3.5,0.3,"El cuerpo que sostiene la bola apenas se mueve, por lo que se cree que el cuerpo en el interior de esta es quien controla sus acciones.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/954.png
955,flittle,psíquico,None,anticipation,frisk,1.5,0.2,La punta de sus extremidades levita a 1 cm del suelo a causa del poder psíquico que emiten los volantes de su abdomen.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/955.png
956,espathra,psíquico,None,opportunist,frisk,90.0,1.9,"Baña al rival con el poder psíquico que emana de sus grandes ojos y lo inmoviliza. A pesar de su aspecto, posee un temperamento feroz.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/956.png
957,tinkatink,hada,acero,mold-breaker,own-tempo,8.9,0.4,"Agita su martillo forjado a mano para ahuyentar a posibles amenazas, pero los Pokémon que se alimentan a base de metal suelen robárselo.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/957.png
958,tinkatuff,hada,acero,mold-breaker,own-tempo,59.1,0.7,Asalta el séquito entero de un Bisharp para reunir metal con el que forjar su enorme y robusto martillo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/958.png
959,tinkaton,hada,acero,mold-breaker,own-tempo,112.8,0.7,"Posee una notable inteligencia y una exacerbada personalidad. Si ve Corviknight volando, golpea y lanza rocas con su martillo para derribarlos.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/959.png
960,wiglett,agua,None,gooey,rattled,1.8,1.2,"Puede percibir el olor de los Veluza a 20 m de distancia, lo que le permite ocultarse bajo la arena a tiempo.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/960.png
961,wugtrio,agua,None,gooey,rattled,5.4,1.2,"Es de temperamento agresivo, aunque no lo parezca. Envuelve a sus presas con sus largos cuerpos y las arrastra a su nido.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/961.png
962,bombirdier,volador,siniestro,big-pecks,keen-eye,42.9,1.5,"Mete cosas en su bolsa, fabricada con el plumón de su pecho y con plumas mudadas, para luego dejarlas caer desde las alturas por diversión.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/962.png
963,finizen,agua,None,water-veil,water-veil,60.2,1.3,Le gusta jugar con sus congéneres con el anillo de agua de su aleta caudal. Utiliza ultrasonidos para percibir las emociones de otros seres.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/963.png
964,palafin,agua,None,zero-to-hero,zero-to-hero,60.2,1.3,Cambia de forma en cuanto recibe una señal de socorro de sus compañeros. Nunca se transforma delante de nadie,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/964.png
965,varoom,acero,veneno,overcoat,slow-start,35.0,1.0,Se dice que surgió cuando un misterioso Pokémon venenoso tomó posesión de un motor abandonado en un desguace.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/965.png
966,revavroom,acero,veneno,overcoat,filter,120.0,1.8,"Posee ocho cilindros, con los que genera energía haciendo estallar el gas que produce al mezclar los minerales de las rocas con su veneno.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/966.png
967,cyclizar,dragón,normal,shed-skin,regenerator,63.0,1.6,"Según parece, ha permitido que los humanos monten en él desde tiempos remotos. Aparece en pinturas rupestres de hace diez mil años.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/967.png
968,orthworm,acero,None,earth-eater,sand-veil,310.0,2.5,"Cuando lo atacan, usa los pelos de su cuerpo a modo de puños y hace llover un aluvión de puñetazos sobre sus enemigos.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/968.png
969,glimmet,roca,veneno,toxic-debris,corrosion,8.0,0.7,Absorbe nutrientes de las paredes de las cuevas. Cubre su cuerpo con pétalos hechos de energía venenosa cristalizada.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/969.png
970,glimmora,roca,veneno,toxic-debris,corrosion,45.0,1.5,"En cuanto percibe peligro, abre sus pétalos de cristal y despide rayos por su cuerpo en forma de cono.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/970.png
971,greavard,fantasma,None,pickup,fluffy,35.0,0.6,Se cree que es la reencarnación de un Pokémon perro vagabundo que murió sin haber tenido contacto con humanos.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/971.png
972,houndstone,fantasma,None,sand-rush,fluffy,15.0,2.0,"Pasa la mayor parte del tiempo durmiendo en cementerios. De todos los Pokémon perro, es el que profesa una mayor lealtad por su Entrenador.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/972.png
973,flamigo,volador,lucha,scrappy,tangled-feet,37.0,1.6,"Al parecer, se anudan la base del cuello para impedir que la energía que tienen almacenada en el estómago escape por el pico.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/973.png
974,cetoddle,hielo,None,thick-fat,snow-cloak,45.0,1.2,"Los miembros de esta especie, emparentada al parecer con los Wailmer, abandonaron hace ya mucho tiempo el mar para vivir en tierra firme.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/974.png
975,cetitan,hielo,None,thick-fat,slush-rush,700.0,4.5,Este Pokémon vive en áreas cubiertas de nieve y hielo. Se protege con su fuerte musculatura y una gruesa capa de grasa subcutánea.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/975.png
976,veluza,agua,psíquico,mold-breaker,sharpness,90.0,2.5,"Al desechar la carne que no necesita, agudiza la mente y sus poderes psíquicos se incrementan. Dicha carne tiene un sabor suave pero exquisito.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/976.png
977,dondozo,agua,None,unaware,oblivious,220.0,12.0,"Le gusta mucho comer, pero no se le da bien cazar, por lo que aúna fuerzas con Tatsugiri con el fin de capturar presas.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/977.png
978,tatsugiri,dragón,agua,commander,storm-drain,8.0,0.3,Pokémon dragón de pequeño tamaño. Vive en la boca de un Dondozo para protegerse de los ataques de los depredadores.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/978.png
979,annihilape,lucha,fantasma,vital-spirit,inner-focus,56.0,1.2,"Cuando su ira explosiva rebasó el punto crítico, adquirió un poder que lo libró para siempre de las limitaciones de su cuerpo material.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/979.png
980,clodsire,veneno,tierra,poison-point,water-absorb,223.0,1.8,"Cuando se siente amenazado, repele al enemigo con sus gruesas púas retráctiles. Esta técnica tan peligrosa es un arma de doble filo.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/980.png
981,farigiraf,normal,psíquico,cud-chew,armor-tail,160.0,3.2,"Las ondas cerebrales de la cola y la cabeza van al compás, lo que le confiere poderes psíquicos diez veces más potentes que los de los Girafarig.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/981.png
982,dudunsparce,normal,None,serene-grace,run-away,39.2,3.6,"Usa su dura cola para horadar el lecho rocoso en las profundidades de la tierra y establecer su madriguera, cuyos túneles se extienden 10 km.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/982.png
983,kingambit,siniestro,acero,defiant,supreme-overlord,120.0,2.0,Solo el Bisharp más destacado entre las filas de cada gran ejército tiene el honor de evolucionar a Kingambit.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/983.png
984,great-tusk,tierra,lucha,protosynthesis,protosynthesis,320.0,2.2,Testigos afirman haberlo visto recientemente. El nombre Colmilargo está tomado de una criatura mencionada en cierto libro.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/984.png
985,scream-tail,hada,psíquico,protosynthesis,protosynthesis,8.0,1.2,Solo se había avistado una vez en el pasado. Su aspecto se asemeja al de una misteriosa criatura descrita en cierto diario antiguo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/985.png
986,brute-bonnet,planta,siniestro,protosynthesis,protosynthesis,21.0,1.2,Es posible que se trate de la criatura que se menciona en cierto libro bajo el nombre de Furioseta.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/986.png
987,flutter-mane,fantasma,hada,protosynthesis,protosynthesis,4.0,1.4,Sus rasgos distintivos encajan con la descripción de una criatura mencionada en cierto libro bajo el nombre de Melenaleteo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/987.png
988,slither-wing,bicho,lucha,protosynthesis,protosynthesis,92.0,3.2,"Un misterioso Pokémon que presenta ciertas similitudes con Reptalada, una criatura descrita en un tomo antiguo.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/988.png
989,sandy-shocks,eléctrico,tierra,protosynthesis,protosynthesis,60.0,2.3,"Nunca se había capturado uno, ergo los datos al respecto escasean. Su descripción coincide con la de una criatura mencionada en cierto diario.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/989.png
990,iron-treads,tierra,acero,quark-drive,quark-drive,240.0,0.9,Su aspecto recuerda al de un arma científica de origen extraterrestre que apareció en un artículo de una revista esotérica.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/990.png
991,iron-bundle,hielo,agua,quark-drive,quark-drive,11.0,0.6,Tiene una forma similar a la del robot construido por una civilización antigua mencionado en cierto artículo de una revista esotérica.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/991.png
992,iron-hands,lucha,eléctrico,quark-drive,quark-drive,380.7,1.8,"Guarda parecido con un atleta, supuestamente transformado en cíborg, que apareció entre las exclusivas de una revista esotérica.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/992.png
993,iron-jugulis,siniestro,volador,quark-drive,quark-drive,111.0,1.3,Se asemeja a un Pokémon que apareció en una revista esotérica descrito como “el fruto de un romance entre un Hydreigon y un robot”.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/993.png
994,iron-moth,fuego,veneno,quark-drive,quark-drive,36.0,1.2,Se asemeja a un extraño objeto descrito en una revista esotérica como “un ovni enviado con el objetivo de espiar a la raza humana”.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/994.png
995,iron-thorns,roca,eléctrico,quark-drive,quark-drive,303.0,1.6,"Guarda similitudes con el supuesto aspecto que, según cierta revista de dudosa veracidad, tendrá Tyranitar dentro de mil millones de años.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/995.png
996,frigibax,dragón,hielo,thermal-exchange,ice-body,17.0,0.5,"Absorbe el calor a través de la placa dorsal y lo convierte en energía gélida. Cuanto más alta es la temperatura, más energía acumula.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/996.png
997,arctibax,dragón,hielo,thermal-exchange,ice-body,30.0,0.8,Congela el aire a su alrededor para cubrirse el rostro con una máscara de hielo protectora y dotar su placa dorsal de cuchillas glaciales.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/997.png
998,baxcalibur,dragón,hielo,thermal-exchange,ice-body,210.0,2.1,Exhala un aliento extremadamente frío por la boca que es capaz de congelar al instante incluso magma al rojo vivo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/998.png
999,gimmighoul,fantasma,None,rattled,rattled,5.0,0.3,El cofre en el que nació data de hace 1500 años aproximadamente. Absorbe la energía vital de los granujas que intentan hacerse con su tesoro.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/999.png
1000,gholdengo,acero,fantasma,good-as-gold,good-as-gold,30.0,1.2,Se dice que su cuerpo está formado por 1000 monedas. Es capaz de hacer buenas migas con cualquiera rápidamente por su sociabilidad.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1000.png
1001,wo-chien,siniestro,planta,tablets-of-ruin,tablets-of-ruin,74.2,1.5,Este Pokémon nació al imbuirse en hojas marchitas el rencor de una persona castigada por enumerar las fechorías de su rey en unas tablillas.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1001.png
1002,chien-pao,siniestro,hielo,sword-of-ruin,sword-of-ruin,152.2,1.9,Controla a su voluntad masas de nieve de hasta cien toneladas. Se divierte zambulléndose y saltando felizmente en los aludes que provoca.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1002.png
1003,ting-lu,siniestro,tierra,vessel-of-ruin,vessel-of-ruin,699.7,2.7,Este Pokémon nació al imbuirse en tierra y rocas el miedo vertido en un caldero que se utilizaba en rituales antiguos.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1003.png
1004,chi-yu,siniestro,fuego,beads-of-ruin,beads-of-ruin,4.9,0.4,Controla a su voluntad llamas de hasta 3000 ºC. Nada tranquilamente por los mares de magma que crea al derretir las rocas y la grava a su paso.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1004.png
1005,roaring-moon,dragón,siniestro,protosynthesis,protosynthesis,380.0,2.0,Podría tratarse de la criatura que aparece bajo el nombre de Bramaluna en cierto diario repleto de incógnitas.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1005.png
